company_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
3,-0.0771194609443623,-0.1460301661317261,0.16974720937769205,0.0029164186000453403,0.08288636957792239,-0.002913955912681453,-0.092598251557286,0.09297308101863017,0.00958476793567528,0.0272264803839324
10,-0.19018703450353874,-0.3237371561599841,0.012817186301295058,-0.14577434966393715,0.041551908606199936,0.11405794849160378,-0.04332653088838702,0.014964477152099639,0.07364405867446558,-0.13080390938331948
33,0.04958345275227318,-0.06908030225508649,0.14103929211006608,0.24023118738990815,-0.1442832940815644,-0.19963636339017427,-0.15046359914448623,-0.043697584174705636,-0.08124177496848847,-0.01698947431715372
34,-0.4029999538148962,-0.42529839991324214,-0.03433173404889871,-0.16491693100515475,0.08760665229689553,0.1065181070349499,0.04841786375813246,-0.05061353860868102,0.07653730906982459,-0.007402006693108291
49,-0.08890092737002843,0.28336674446491067,0.03322932983893113,-0.05253614679260385,0.11569114346856282,-0.010574699725653487,-0.004946679464177736,0.10977523524452394,-0.03299835672540572,-0.07671411420942013
58,-0.2688199269363322,0.137661908998968,-0.18159510290705436,0.2757970176916435,-0.22209669869391374,0.0563148393517912,0.039927999430320264,0.06276253958819929,-0.04842419414797937,0.05975278098078083
63,-0.04711712205194896,0.2211280646154351,-0.012639889520412274,0.04289678602022892,0.10347322558589549,0.15382650269955062,0.14290216568978603,0.014154488835969179,-0.02148680691234051,-0.17831570845669636
66,-0.09260453883071304,-0.17708269125796916,0.030894326781601436,-0.03491939634645419,-0.012533710950474345,0.12762235131171065,0.02685184351636606,-0.008696221220760528,0.09933646890991013,-0.22947390448775265
77,-0.25349596812784847,-0.3263023006867152,-0.05911974989690465,0.06255303826329026,-0.02003003812782001,-0.06364530398066193,-0.09855048514491575,0.07559231599941856,0.13741093143344035,-0.2204044255315157
81,0.03718248065874509,-0.024037806131379645,-0.07524670448515161,0.08822788067214984,-0.07338487600784613,-0.15035206251715172,0.04677513283866813,-0.21384350764161347,-0.034753762781588655,-0.01200330691224669
82,-0.33175623491139433,-0.39224096280997167,-0.0814530448593891,-0.17252126754193867,0.05420598517950993,0.025900404335221318,0.11291236364046514,-0.026497308291970983,-0.025173179057278457,0.008322167234510573
97,0.21743654984158822,0.009763094149983508,-0.24107653722656477,-0.03746412728820403,0.05123663150307155,0.24553749748527878,-0.2792758360487066,0.05148043763799796,0.06689916742403385,0.30223565797743746
101,0.2302189571575817,-0.0018504762051357274,-0.059021794970064476,0.05359109223647484,0.1357703947985238,0.2983735556043691,0.03399258476701026,0.12585818828209608,-0.0018201794263378026,0.12075730432390273
102,0.18774052219799622,-0.03835891506971627,0.18260541945133063,0.1925420917910103,0.22112985096828663,-0.15862854935677526,0.15948341653455933,0.03741332661499601,0.18559843292925013,0.24581553900271205
112,0.0030747469942824313,-0.076898040019695,0.14897755844707414,0.02667439920138883,0.11180583209488235,-0.07162268253311552,0.002347653730036449,0.16411962440108857,0.13766236568828935,0.0234437721880741
113,-0.43226604381530187,-0.44663652526918063,-0.20265158465235875,-0.31064962905851856,0.06601844753383089,0.07969965038580167,0.07444704613231246,-0.008729818314502957,0.012142783268913998,0.08121863568117578
121,0.09726787567585884,-0.009990182738186793,0.14201654303590908,0.04816626900547172,-0.030424053164843888,-0.09230701152016604,-0.07560889272553109,-0.11461654751210992,-0.027268200576333623,0.041758552232894826
123,-0.10940753290013755,0.235287756890963,-0.024701334018407902,0.020297436597489612,0.04605232839190562,-0.04946797812168795,0.1331081927441824,0.07161316442830068,0.06484450979425037,0.32125835145051335
134,-0.3417032260656614,0.3535261850859938,-0.16729872438061968,0.02068862265160733,-0.030675223582163104,-0.09367004743008177,-0.032885807478084075,0.006584231341783795,0.024345665372724472,0.06441747890075557
146,-0.21642038797650523,-0.18718015443977803,-0.0677282047556799,-0.26747961955196103,0.08017296443575159,-0.023333983745835618,0.09722295755605685,-0.056149091586166114,-0.22523337800257343,0.14361411839558452
