term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
s,-0.00039296210560223985,0.012369695247993084,0.007755077468741932,0.009861550940147835,0.02223993649894667,0.0019346538190591074,-0.00828342350725995,-0.020887295672223846,0.026189137035220147,0.00021881930936939933
shop,-0.002144366298108546,0.024340815475372053,0.004630507269020178,0.028661994518476085,-0.005733100568542598,0.027693894187610205,-0.01649162774914169,0.054609429393391626,-0.03547928761310872,-0.017544966092377184
rights,0.024792795583887448,-0.008546403214178964,0.022086986306894454,0.08139054085806408,-0.04039755070307053,-0.02887428338818209,-0.01448692143965245,0.08033122606368129,-0.01974871158246938,0.07746923718145841
cost,-0.038340036739651855,-0.010961508912353226,-0.014433700135901128,0.015742768391942115,-0.009636407185014299,0.006117329008305142,-0.003920000323008395,-0.028653220050592617,-0.016983786538419365,0.028405197100912546
foundry,-0.18076897148082371,0.35246264226802104,-0.08810433270117911,0.02881748779127308,0.07146986258190074,-0.07018232744023425,0.11786408020703697,0.08273440376895465,0.03768397387045015,-0.061148506306136316
line,-0.007720686236457563,0.03204714265511678,0.0022745800625333322,-0.025690356692100878,0.001710374775546143,0.02122116758022582,-0.0193976089818532,0.0027504837635961366,-0.02710172543507206,-0.016790728730730852
equipment,-0.018832780850664314,-0.017117649945291857,0.024265904333393023,0.03400017211722172,-0.05807823964222494,-0.027981185079283426,-0.04959994970749899,-0.00042464662362967106,-0.02802468723233611,-0.008561707499688195
casting,-0.3339228392732918,-0.11745988716961943,-0.16154008935770503,0.07506380339976419,-0.022674390830772547,0.12001692891756409,0.07391576455709013,-0.06693461971740727,0.1403747621515897,-0.031209086743938394
commitment,0.0025684981589380717,-0.008234214829493514,0.004396866464142596,0.0014621259887734807,-0.01955876826073993,0.002602311314598023,-0.022517372938138405,0.001858199372375598,0.002832262245333908,-0.01140859363826266
value,-0.0013967750976961381,-0.013020681419606975,0.018718893307444053,0.054304645876830045,-0.023629620279640554,-0.0037979040514206437,-0.06172807531893684,-0.028484916907189645,0.005880524423910442,0.011102206294907851
specifications,0.0006565774363016191,0.009898890990818688,-0.005781274387951504,-0.01065955526963913,-0.03384940136564082,0.005810578983731465,-0.03520293981780297,-0.017560888808662863,-0.026300206398175388,0.018787438381512825
standards,-0.011822284750351153,-0.01903530397445736,0.00532954745012823,0.003033245369228735,-0.011361179196615103,-0.01003870969175496,-0.02164175592481266,-0.012908932222678483,-0.00553155140941127,0.005611512048046283
size,-0.030045194693837297,0.033554817160008715,-0.002243300710753653,-0.027882833752175987,0.009149768672719777,-0.027451067756412057,-0.01758992670568075,0.012295796635802578,-0.04027403445778215,0.0009440135921944658
range,-0.005653363759724645,-0.017181085034450296,0.014048183554310376,-0.009978324811658935,0.00753862375030769,-0.007988347136574297,-0.01660718370668536,-0.02283683426578126,0.00024092148853600528,0.01753382424135358
phone,-0.02833857325199411,-0.02239220753668418,-0.002454833795901968,0.05708698149340262,0.026704122106968188,-0.006927911810344983,0.07358547818256511,-0.026550885433070204,-0.017079993146730713,-0.048471971265871036
expertise,-0.003695865195557548,0.011757777930699204,0.016399706333649063,0.0236024610157463,-0.01830057150176488,-0.003324993399961871,-0.017716644622541078,-0.04359848787831331,0.06553347831138526,0.009544949106796468
site,0.09330908537220646,0.0001746660013536898,-0.1533782423085817,-0.0379915281390052,-0.017246672787353808,-0.059893567237542106,0.013038635504568501,0.04300986811352209,-0.019073460496358174,0.04102267595464034
team,-0.028428328910164898,-0.03359914405766958,0.012497353450834737,0.057780061342366455,-0.003574853683072294,0.008840003171940836,-0.015397469853611184,-0.06422228445097246,0.03376167427307523,0.02619952305110635
management,0.004563987637315161,-0.0013449223003057828,0.023507818502461,0.04739389613266667,-0.006673156238980583,-0.007798285739113984,-0.031198380089837257,-0.053217490277479955,0.026967812335708143,0.013060139158406413
alloy,-0.060870046207862495,0.027016586231677967,-0.05890190437071963,-0.07027973810331294,-0.014897404378621972,-0.03770093146115454,0.06702544111664215,-0.005532741732308032,-0.20917965207844036,-0.020626375574184126
project,-0.020980857607829435,0.006996468602905187,0.0034267341771701443,0.043176707415005296,-0.018102262923763327,0.0032265505457063546,-0.021706632660213446,0.023854428843398168,0.014948579197574736,0.00511538516640174
die,-0.2785115807387288,-0.4170499178258425,-0.04714756221851548,-0.12711435404094515,0.09484955884343718,0.08212833459920284,0.013978521837958361,0.060908480810787764,0.18161385830633506,-0.1617319873409735
support,0.011043136631695667,-0.002802442015565383,0.011136259654493497,0.0010589382074564656,-0.02597723052060389,-0.005541452895693887,-0.019616926841358504,0.01089153955006161,0.03568699901930981,0.011577518673591684
needs,-0.001961100085808268,0.008468312103424006,0.004637517009629836,0.01938236400827116,-0.011310417019650238,0.012805207322274562,-0.01766557593667746,-0.015147720019254223,0.015630582162404053,0.02776572040975369
metal,-0.027126059820972246,0.04063470548071194,-0.03583086219034738,-0.003615139712618982,0.03131199213558117,0.020825815066376322,-0.04793495608784469,0.05206249952778118,0.004219943157706637,0.043083145342831614
performance,0.00032199763230989203,-0.0052337158341628125,0.01676771840176706,0.022925584945779627,-0.007730976717089922,0.004154161523117945,0.002346217142015882,-0.01697598327106978,-0.036436041781887606,0.019064032409151943
cnc,-0.0429880363812192,-0.06894954477129091,0.06324098736154028,0.16418675003230696,-0.12786495979147539,-0.12905925171507146,-0.18994115157030966,0.24132337229662465,-0.02952580304216409,-0.08894135624628392
custom,-0.01617860578678309,-0.008508196808878002,0.021875808334593853,-0.03333626779609889,0.012836761750506744,0.015198163089132743,-0.0922179336933799,0.016202668797180114,0.04344369854350278,-0.0157020835696125
quote,0.023364244970457363,0.007313289863698003,-0.08735424125509457,0.0023154706244283164,-0.014451876517063986,-0.01368594180416793,-0.01720330131523626,-0.008496218243278831,-0.017862209753384203,-0.019243636822657
employees,-0.007814568171044716,-0.00765815146589412,0.009939067454271519,0.018326602687141775,0.0011574540477166228,0.010497055412444231,-0.00625533306933721,-0.02103119912090624,0.008902129429367668,-0.00604291292897838
manufacturer,0.022558697800983803,0.010425529591983122,0.006875115144935557,-0.032260729324963905,-0.005481181953641539,-0.03303791066084555,-0.022413577278602156,-0.03603138245760484,-0.02754546845649772,-0.014095741682090343
times,-0.016962868501335198,0.027500660774076407,-0.014877854815139988,0.012989851387142192,-0.0027980644985591786,-0.0017304223818434086,0.013810067205331398,-0.012023486662464536,-0.016421277281986658,0.015208879093008991
a,-0.012798829999797373,0.015630727557070255,-0.006764757471012075,0.002172507812957622,0.010310747979184954,-0.008661794107149937,-0.024797165044858117,0.018585178263269688,-0.014761614785941488,0.008722594051512335
development,0.02798226859594262,-0.023059773716908778,0.04745998952678654,0.07277532861135844,0.00521912948042427,-0.024139571661608593,-0.03152503386102165,-0.11209823266568308,0.05621891348669538,-0.019517840714248287
parts,-0.07227869959472777,-0.05328405757912297,-0.004517736639220762,0.006109541025036186,-0.021402229806822503,-0.016915164649803444,-0.025602450575126307,0.03347447646397211,-0.02369325909480331,0.013827490288324891
ability,-0.016085930923756615,0.008724303000870366,-0.006614577575404902,0.016551076319920317,-0.01071724105610228,0.006815302584860225,-0.016890714196355315,-0.0005730180847377476,0.017490326267572832,0.011555226784949784
supplier,0.003637492089756389,-0.002199217316246985,-0.052023614414163845,0.006206071925511047,-0.020819868731392188,0.031119825534826798,-0.017675214054862474,-0.008365103239305411,0.008867025351835584,-0.016063155315812854
sand,-0.21902388104252377,0.17254807831176863,-0.13614769721458914,0.18855263234268752,-0.12070125247102746,-0.0032314311177724622,0.10234694966343329,-0.03047112391387928,0.054725667156739495,0.16953137045978167
application,0.008401562687951326,-0.0023685722209543475,0.02210305695661541,-0.02098338029743967,-0.06805310082225025,0.04934053733538953,0.023132058379760546,-0.01696753487529879,0.04719809458423877,-0.0003414680291980189
processes,-0.03834862758582743,-0.025086108476942218,-0.012336090019377964,0.07033607557006719,-0.03790544134510214,-0.009989560585315697,-0.00864195190298345,-0.1069908982532523,0.0022501007859415875,0.031494082003989676
business,0.0017839492671862976,0.0008799455576438267,0.0172949469231891,0.023121684350550998,0.029316140690969484,0.02248948348480504,0.021472275886356317,0.01058990491411006,0.02933074112667706,-0.008233340868556071
clients,-0.012815569139988568,0.004238701449683831,0.015690655127424045,0.0321187819838914,0.002865549543764556,0.010841880596236279,-0.02830531556600246,-0.039397339453233794,0.019773566167516732,0.02707835027464632
tools,-0.017168303567237243,-0.0035548512406533245,0.017058410927731152,0.01493089007393433,0.017577286492985508,-0.002751112578605193,-0.006884576647912544,0.029244556016121248,0.015105053904243422,-0.01093067829015847
people,0.0024782983591687116,-0.01665139154018082,0.009988108424084237,0.019535525697632616,0.020726040124422605,0.030891043835942687,-0.008340172060905192,-0.0015730743821069312,0.035460547499288717,0.009180692760961954
life,-0.022976237128217284,-0.005460216216952775,0.0032856489215119314,0.005591052558945395,-0.004151077045641583,-0.007258537880578687,0.00937354241461705,-0.014709270054430228,-0.012389440101126978,0.007822300685103558
tooling,-0.05079568758723331,-0.028045002447970254,0.017753581788431314,0.03587804339341963,0.01628482212218869,-0.005577137939222658,-0.021899482927324784,0.04500874001201776,0.046848034313955116,0.03319148084644237
companies,-0.016087215907111537,0.017575721294468185,0.006703562862780905,0.01874163277329932,0.0194728850253037,0.004506616068295507,-0.018361240623493633,0.005129933136647348,0.05941985574466773,0.004570596099326172
iso,-0.027841142296920706,-0.00532080182015477,-0.03687542119653709,0.003160706354702501,-0.05314521555988348,0.007375573314550963,-0.036541216414155336,0.010017202125829794,0.013844244334783446,0.013077368122115612
information,0.06252222455368224,-0.03294505897209331,-0.13399440065005092,-0.01915218069150907,0.01441850237389681,0.10448420165495628,-0.039474311254506456,0.07778404358235178,-0.006098411621468459,0.040164538240122824
process,-0.05188905356473722,-0.010320638628012642,-0.03133805201296609,0.08057207096573459,-0.054268908512827764,0.028975448986664227,0.008265311234798978,-0.05331147407691344,-0.0013358015134180103,0.04227709334406161
request,0.009619680835358132,0.029029017065381087,-0.029550033391985767,-0.020142748729564407,-0.021528503980326137,-0.00932581891817794,0.003932403346252882,0.01058647215654382,-0.02892383942181275,-0.03650365430782098
metals,-0.02600744549276548,0.04329911859122829,-0.0499332758596818,-0.04436991559263625,0.004812135185017194,-0.1115915787766221,-0.021034570271509557,-0.058645874611525615,-0.04541263824936231,0.06998490807897052
types,-0.004424012569111106,0.004100760056273976,0.0019153757361406814,0.009569791942255435,-0.013020292422392311,0.008810392755277565,-0.001793854401236505,0.005061864652424856,-0.019554494972964943,0.00014445610542329797
state,0.01481743218926957,-0.0008487662394497079,0.02161330689515446,0.012562456251389041,0.011266846254778919,0.00331310865559632,-0.018882908579581383,0.005437919585059948,0.003566704145676785,-0.00847428986590774
industries,-0.006199429875973208,-0.016333892544664764,0.023005125182447735,0.08990005054380325,-0.08674312868986564,-0.021740240164651738,-0.0572779271461511,0.07311421669450345,-0.01642136924132811,-0.00401846113615725
production,-0.050873381182260397,-0.028588905617087837,0.010984393816508958,0.04819254954676568,-0.029141755490409676,0.0044306808725940025,-0.03928909116311463,0.03579448369089874,0.03141832496714438,-0.011830597723097611
heat,-0.023817426280979864,0.015149594161726745,-0.016895665490023692,0.04679495178201069,-0.049808422285641925,-0.042767261341011574,-0.011998130642225885,-0.03698052381207668,-0.04904001728270685,0.0278016358786911
strength,-0.06440182314505687,-0.0606574657367076,-0.023240682735116175,-0.07807400657845182,0.015540007353706253,-0.009089822942648968,0.031454091253976815,-0.041279321490017874,-0.09019705069553753,0.07382800927398235
questions,0.05320823282293728,-0.012414396670152771,-0.062087540619933115,-0.0166409470340027,0.005070733590891247,-0.02308214594313504,0.023295109563985342,0.011587811480179379,-0.019878638305559637,-0.00060323391370482
market,0.0001629650848455189,0.008238350266176963,0.0027622428315729436,0.007152807089932451,-0.0013430635360348379,-0.014103047246489902,-0.014510165634861426,-0.015438556494712187,-0.0036726329613714667,-0.001986452722776406
industrial,0.020191958061566352,0.016213380952055684,-0.003992724672734254,-0.016323725814247955,0.0037554733031799794,-0.02635552235853816,-0.045514740371763944,-0.03131213021617387,0.015101649311099342,-0.016101346093269013
name,0.04248378362897872,0.026003149079810873,0.006887185002198001,0.03968403602066767,0.06716827337870966,0.11145510166818062,0.057435222378184464,0.09613859991166539,-0.015762386726253,0.03152809396585897
number,-0.012204741164958286,0.001904894878209774,-0.021205363845541364,0.01380437809795284,0.003803651066167035,0.02614822258764142,0.026605152324831134,0.012893256603087454,-0.014450802794538373,0.011383928634453236
staff,-0.006127603504872303,-0.0024353083034424983,0.010020967086952865,0.008928621250479008,0.006688107642024965,0.009574750239988912,-0.002181609381428735,-0.013036925698491963,0.00039139482652933644,-0.007056204444976771
new,-0.010163240968260835,0.01332212751361946,0.012967379495843284,-0.007222795759101419,-0.005704686616964481,0.005915927141516181,-0.02542646600721251,0.01927544321006207,-0.08652291326015175,-0.03816854298804394
call,0.03416759533554981,0.01114617604364327,0.026404132262143817,-0.01143624876320145,0.033967284089106,-0.0035842928277709783,-0.008604317989688848,-0.034745357818177024,0.0010067636969729717,0.043967015522740724
experience,-0.006926592892227303,0.013064075150014027,0.0016008942198758981,0.03309259498816575,0.00967294262720503,0.010619161260538777,0.014973235677205756,-0.0015157808568486638,0.030996883622104367,0.021160511514345795
manufacturing,0.0005993456544781049,-0.03546834716577764,0.03519648732458645,0.050718535485124484,-0.016533555701666557,-0.02423365676709442,-0.06036180428486072,0.014758402119799573,0.0002940903755572115,-0.024102068452703074
core,-0.05629900697011125,0.027096696657949778,-0.043891158202278596,0.07476913363098336,-0.04805704256044114,0.0003537767101585282,0.012464663716516286,-0.05594014338559104,0.02690909740086932,0.030634407347787006
assembly,-0.01999302738790121,-0.03041240363347878,-0.008239174474819656,0.045898283629900505,-0.02095773024598729,0.00882664448787189,-0.024759204763126794,-0.010222416176050776,0.0358235028187683,-0.03448725838756341
job,0.014167793864821128,-0.009495141381916,0.016264064392261867,0.03300029040046891,-0.0038980660251424592,0.08316147802132008,-0.005800311482695621,0.0663426087554856,-0.05332239077053317,-0.09491576821969727
markets,0.043016701345374546,-0.03305782598811461,-0.013621418749467339,0.0024665570213827583,-0.016197971685570103,-0.0698262750169652,0.01583687173785014,-0.018622240935703204,0.034476498637174495,-0.005875617959790828
leader,0.005371458097018925,-0.0032283205723574724,-0.0015770410751338151,0.017521312587022456,0.0006423263636879258,0.002542767245863317,-0.01822938032618711,-0.030330497844406477,0.02816077600228738,-0.008833857098735009
price,-0.011823303668398134,0.01802662282012462,0.006338576896000189,0.013832461814477717,-0.005819059425467693,0.018572191729736565,0.006016406690962945,-0.023998095535495822,-0.02272558547600005,0.005299952381167388
mold,-0.0809436322518511,-0.015036857241021447,-0.0978681622113566,0.08275886319199284,-0.06404070090414682,0.02055319807231957,0.03283266864331122,-0.06972062559226679,-0.0076565391105979505,0.029625768468333827
options,-0.002237668869705215,0.0007961122259008653,0.010390490824631863,-0.003211269181864475,0.007628821327555634,0.012972808341147783,-0.004854272444431463,-0.03799247221785555,-0.02416615608465811,0.018674615502080084
policy,0.06268356801286953,-0.05826211390055972,-0.09781080267991185,0.02074803538127807,-0.013075734858485026,0.06724845265398047,-0.04849217635387839,0.048055849141842355,0.07159035010047611,0.009039911740603056
projects,0.009772339689821361,0.00024181036532920622,0.031995772490874985,0.027573136911884955,-0.013534676556443786,0.005103445444657692,-0.01776862056519669,0.005066071521930911,0.02241376895794199,0.012440255454177748
results,0.01248874703154191,-0.004191920756018921,0.0002995178704526896,0.02773769273898917,-0.006520472209522762,0.0009182588250730021,-0.010078410653683362,-0.016063820116278323,0.004734958794462149,0.013014822373784797
design,-0.027435995200037918,0.02729481447968171,0.024376524623607468,0.04824294431072702,0.00815016916981483,0.006504540758449369,-0.042460465676231116,0.010490755521741014,0.025144750522985367,-0.015553098523751379
properties,-0.04924914522742804,-0.043490653464421415,-0.02751727595023099,-0.05631388915271819,0.003047917235453978,0.002337284642506531,0.004989505012011695,-0.0173585242293482,-0.032477398950213066,0.03121945923969617
type,0.0028777463659823764,0.0019140042224662331,0.0025139107681338155,-0.008674640269844111,-0.000911914445589477,0.02215248757614888,0.004918965188244161,0.008121913978164728,-0.04794284387976853,-0.01811470567198884
history,-0.002228477796495285,0.013100278998988447,0.002609043017509117,0.006487701757941672,-0.0034356620689673595,0.012335775382306015,-0.00012254553616221115,-0.027492127974389553,0.013770776747887804,-0.011567894230836987
base,-0.012723617430048515,-0.0025462060025230318,0.003119646938135875,-0.004526135591383213,-0.007986063988731728,-0.0015585164175937604,-0.017355988796941342,0.010819336082624443,-0.026458288256507183,-0.020867750187149058
addition,0.0059807078870403475,-0.012431437895982857,0.0035925514397800507,0.015307235628477127,-0.012426669140019022,-0.021605343179112696,-0.017530218193273297,0.020242084684511392,-0.017688847995228716,0.014896757207674586
tool,-0.04210525747351037,-0.08116002839440464,0.06405182921670662,0.04758282695705048,0.039779828009121755,-0.04695673706668316,-0.04404645300731759,0.0861646546087536,0.06396455957963333,-0.013163585744240506
data,0.11666017616791918,-0.02007595170842393,-0.17613136851159553,0.012158750926557604,0.0031110292750273117,0.17139210405896926,-0.14828084393980756,0.08731117841423988,0.05602086625689737,0.08415878207652933
bronze,-0.15860186484205394,0.32256419522944363,-0.0962741866149178,-0.04436431468791823,0.07175438075049029,0.02943587336332994,0.007478868333974475,0.1426015697112842,0.09662972077595137,-0.0795209191624498
art,-0.027829231253338686,0.10253541904276407,0.013449094133409624,0.007702566023860202,0.06890052589159029,0.04513540645436867,0.051528896283486,0.06733579750116377,-0.008564871184301184,-0.08203844240179332
details,0.03198207895230983,0.010116189418639449,0.030859267591198676,0.025993988872644955,0.02648036774293634,0.06858241645866676,0.01816099320500658,0.004924455680951482,-0.05585506630414018,0.012266900700268597
copper,-0.02230466744979665,0.0836121835136651,0.007431379777568809,-0.08935356416039815,0.057390029205209706,-0.023389341157273928,-0.10886491071624428,-0.0018771862603131672,0.026019608602505625,0.1380870801171832
success,0.0017614654506435262,-0.02213824852673762,0.020261589784219543,0.005302684739229708,0.014361770771312201,0.018955084162398952,0.002494516023669719,-0.02717102090024329,0.023947240710618923,-0.009760354255078256
finishing,-0.03933183305330668,-0.011541035738799502,-0.03751342804805219,-0.011139748061818406,-0.0252609040460985,0.01780943654117292,-0.05841441258945684,0.0286128264551238,0.016479540075801526,0.015738983889614096
general,0.013570747748914808,-0.03336652557641061,-0.03424080712877114,0.0233717358063582,0.008481187688200763,-0.01709983609606118,-2.892821894337203e-05,-0.0014304179634779168,0.04424863926024763,-0.010585697896545704
level,0.004191169976799552,-0.011711253507084528,0.012288359359613895,0.017352820585479056,-0.015230357039673147,0.01630473490976716,-0.01001321785886304,-0.027233251538147676,0.022735054398008003,-0.006695558455473576
company,-0.009180351932858342,0.00726319319934973,-0.013425522028833382,0.015063289337553116,0.004068473670505196,0.03431959952791305,0.01306291644285319,-0.0004727091773120072,0.04040748301415616,-0.02653095931906263
standard,-0.0052884643674312205,0.00079994500970695,0.0031180297277765877,0.017479484015322472,0.00516312484578301,0.0004404233395446348,-0.0030451519085274697,-0.0036618440353908947,-0.0052018943491994474,-0.012123502643420651
designs,-0.005900284581182088,0.0003280919462572383,0.011707308550563346,-0.017742269930089174,0.013788527799318726,0.007429698517120199,-0.032028756140594,-0.01103765710549392,0.009740817152265756,-0.005797647743627295
surface,-0.02845598150370694,-0.013005322979851056,-0.009634675062760917,0.04376937280957837,-0.06932171075115588,-0.004773135047268872,-0.0009843575127255972,-0.020160015168894152,-0.0019552045903688375,0.03895326607732637
construction,-0.006807042918201786,0.01090948313082105,-0.0036021528636569814,0.019285833425505605,-0.009367719830919313,0.0025931176232460574,0.009434097791918089,-0.01718244565993012,0.018767278219505315,0.003975141977438385
solution,0.0071585872538649006,-0.008986986396465396,0.03388780836471758,0.03237645996374337,-0.00635517889358862,-0.008933581358643453,0.02174962251439225,-0.020446092447587563,0.03656489444591487,0.03357777829536328
